id,minN,minE,maxN,maxE,byteOffset,vertexCount
1422,6596438,313208,6613940,327068,3556136,755
1423,6568968,318960,6585424,327622,3562176,189
1424,6551514,388366,6562028,397976,3563688,257
1425,6708062,355194,6751294,391588,3565744,684
1426,6554578,378038,6564474,383444,3571216,117
1427,6555032,352244,6570772,365718,3572152,370
1428,6626172,422486,6644734,439038,3575112,747
1429,6625376,381804,6658510,409752,3581088,1527
1429,6640568,386246,6640900,386616,3593304,8
1429,6650946,384828,6651494,385452,3593368,9
1429,6648994,384010,6650206,385754,3593440,36
1429,6648226,383950,6649006,384622,3593728,48
1430,6595320,397970,6615268,411344,3594112,1133
1430,6610196,399388,6610412,399532,3603176,10
1431,6585366,361340,6606784,380516,3603256,218
1432,6626912,322916,6644192,336292,3605000,1059
1433,6452804,414636,6453758,415144,3613472,26
1433,6452120,413178,6452582,413626,3613680,14
1433,6445012,414794,6450584,419372,3613792,40
1433,6443738,411860,6445064,413094,3614112,6
1434,6562402,336498,6593116,358854,3614160,767
1435,6572984,331442,6603968,348828,3620296,1099
1436,6581224,405434,6581854,405904,3629088,7
1436,6559718,395600,6585738,409638,3629144,169
1437,6643596,441940,6679850,458400,3630496,591
1438,6552496,462308,6552698,462446,3635224,13
1438,6541624,451114,6554408,462190,3635328,295
1439,6627026,416858,6627692,417538,3637688,17
1439,6624000,408096,6639252,423884,3637824,535
1440,6698260,368286,6711512,392454,3642104,745
1441,6597630,420322,6626850,441424,3648064,600
1442,6618526,349762,6632896,361702,3652864,415
1443,6635742,406874,6660186,438956,3656184,1148
1443,6659816,424724,6659984,424938,3665368,5
1443,6659774,424012,6659926,424160,3665408,9
1443,6659454,424980,6659578,425074,3665480,5
1443,6659542,424660,6659634,424750,3665520,6
1443,6660020,427814,6660298,428010,3665568,27
1444,6676310,385604,6719276,424088,3665784,900
1446,6250938,592660,6262648,600816,3672984,37
1447,6274634,573344,6280610,583380,3673280,170
1448,6375450,566620,6399616,594612,3674640,391
1449,6254142,561780,6265012,578564,3677768,283
1449,6264676,567280,6264840,567428,3680032,20
1449,6264632,566272,6265142,566732,3680192,23
1450,6391114,571164,6420240,582866,3680376,562
1451,6262490,570108,6272526,580818,3684872,274
1452,6289856,598590,6292608,600356,3687064,9
1452,6291692,601026,6300772,609946,3687136,330
1453,6356586,537490,6356772,537802,3689776,13
1453,6352454,535674,6363248,548646,3689880,913
1453,6360378,545492,6360550,545722,3697184,24
1454,6274734,603982,6275098,604678,3697376,7
1454,6271480,595936,6273378,599316,3697432,6
1454,6273290,595820,6277900,604666,3697480,132
1454,6274622,604048,6274828,604700,3698536,13
1454,6276140,596360,6276530,596580,3698640,26
1454,6274048,603344,6274336,603828,3698848,16
1455,6250962,541220,6265350,555818,3698976,432
1455,6256300,553220,6256466,553462,3702432,9
1459,6475900,498648,6476364,499230,3702504,8
1459,6475282,492412,6482674,498456,3702568,138
1460,6419636,355902,6428392,361662,3703672,227
1461,6236766,589032,6246706,596104,3705488,107
1462,6285012,590812,6291464,600162,3706344,205
1463,6389132,580532,6403248,598990,3707984,318
1464,6410786,573746,6426754,591788,3710528,301
1465,6286760,567998,6294506,580988,3712936,247
1466,6314960,608676,6324544,619662,3714912,118
1467,6332302,545728,6346342,556552,3715856,326
1468,6385376,551762,6400858,568408,3718464,449
1469,6321958,567854,6345396,587286,3722056,727
1470,6425146,351038,6431188,358104,3727872,173
1471,6490452,408806,6494236,411940,3729256,158
1472,6486036,468666,6491050,474742,3730520,20
1473,6442734,417054,6451696,422252,3730680,205
1474,6472024,353868,6473116,355778,3732320,7
1474,6474422,362584,6478196,369668,3732376,96
1475,6345890,429980,6361280,443346,3733144,961
1476,6329730,429320,6350040,439246,3740832,1109
1477,6469258,378316,6477920,386844,3749704,333
1478,6430224,400164,6436420,407306,3752368,82
1479,6356196,413822,6371442,422908,3753024,942
1480,6463178,385542,6468568,392692,3760560,222
1480,6467986,391116,6468554,391466,3762336,6
1481,6477710,414794,6483320,422882,3762384,318
1482,6453456,432758,6458530,439852,3764928,179
1483,6452734,422042,6456512,427348,3766360,125
1483,6451948,424742,6452598,425170,3767360,11
1484,6460548,404304,6470028,411240,3767448,190
1484,6465664,404538,6465996,404678,3768968,16
1485,6468034,384858,6472806,387934,3769096,151
1486,6430058,433206,6438800,445044,3770304,337
1487,6472206,401788,6479854,407490,3773000,984
1488,6324894,408466,6332328,417404,3780872,328
1489,6339206,422006,6355144,433624,3783496,1034
1490,6372340,518572,6384226,530642,3791768,933
1491,6340512,501110,6356478,514162,3799232,812
1492,6365958,521898,6380052,539242,3805728,1234
1493,6408640,447936,6409762,448960,3815600,74
1493,6407466,446382,6408994,447522,3816192,93
1493,6399032,446576,6409166,456468,3816936,539
1494,6402314,441120,6410446,449914,3821248,430
1495,6399188,470042,6414710,479382,3824688,627
1496,6453546,374608,6453960,375256,3829704,26
1496,6464452,382736,6469298,388668,3829912,243
1497,6319124,405244,6328078,415534,3831856,287
1498,6382888,510126,6397012,529638,3834152,964
1499,6438374,393370,6446008,401100,3841864,379
1500,6462562,421260,6468596,426924,3844896,198
1500,6466600,422952,6466962,423398,3846480,31
1501,6473326,374026,6478330,379942,3846728,168
1502,6440224,425842,6445016,429580,3848072,85
1503,6469764,368654,6475046,372880,3848752,76
1503,6471944,353990,6473020,355950,3849360,7
1504,6455924,417240,6460438,420030,3849416,123
1505,6460922,365540,6466564,372932,3850400,133
1505,6462952,367680,6463622,368230,3851464,14
1506,6484382,400424,6491496,409828,3851576,263
1507,6479414,388948,6484512,394290,3853680,100
1508,6377022,487332,6393474,506026,3854480,891
1509,6382758,524238,6383338,525654,3861608,37
1509,6378492,525564,6391680,539784,3861904,943
1510,6321106,432678,6332428,440828,3869448,146
1511,6360490,465484,6372134,474074,3870616,751
1512,6402526,455428,6408580,458230,3876624,244
1513,6340034,476244,6355250,487338,3878576,747
1513,6344174,476838,6345068,477316,3884552,46
1514,6380046,507848,6380984,508766,3884920,8
1514,6395610,510434,6396546,512394,3884984,113
1514,6380748,503516,6397224,515960,3885888,1091
1515,6516614,449228,6537338,466564,3894616,769
1515,6521122,458774,6521728,459092,3900768,26
1516,6333510,463100,6354814,476548,3900976,514
1516,6335656,463446,6335920,463580,3905088,14
1517,6458402,414060,6465434,420154,3905200,231
1517,6476104,427388,6477274,429278,3907048,72
1517,6474946,426962,6476032,427926,3907624,19
1517,6477200,427670,6478224,428414,3907776,37
1517,6473260,427220,6474394,427686,3908072,63
1517,6462454,419704,6462846,420742,3908576,7
1517,6462178,418698,6462728,419238,3908632,10
1518,6412564,468992,6422034,477226,3908712,392
1519,6482348,434086,6490340,438160,3911848,259
1519,6479250,436652,6481924,438106,3913920,81
1519,6487716,422608,6490746,425266,3914568,67
1519,6488378,424528,6488966,424888,3915104,16
1519,6489096,424836,6489372,425102,3915232,8
1519,6488912,424354,6489146,424570,3915296,7
1519,6489192,424458,6489516,424584,3915352,8
1519,6489354,423930,6489620,424058,3915416,10
1519,6489692,423946,6489844,424186,3915496,11
1520,6485948,418642,6486170,419012,3915584,13
1520,6493984,417900,6495300,418908,3915688,61
1520,6485474,414810,6494348,422958,3916176,257
1521,6494466,438584,6499394,445408,3918232,199
1521,6497882,444380,6498104,444578,3919824,9
1523,6474854,395420,6479450,403920,3919896,545
1524,6508438,437958,6508490,437990,3924256,6
1524,6507840,433818,6522644,443278,3924304,384
1524,6515524,437058,6516968,438292,3927376,56
1524,6511050,441086,6512346,442046,3927824,65
1524,6506894,437180,6508854,439588,3928344,102
1524,6507526,437936,6507816,438646,3929160,31
1524,6507912,435936,6508476,436236,3929408,11
1525,6477924,400930,6483814,408744,3929496,1169
1526,6498420,453160,6506708,458900,3938848,137
1527,6463566,433976,6469596,438168,3939944,424
1527,6467596,434430,6467868,434736,3943336,25
1527,6465904,433718,6466454,434386,3943536,42
1527,6467366,433968,6467584,434140,3943872,10
1528,6427928,448424,6428890,449840,3943952,65
1528,6427886,442724,6429040,445224,3944472,21
1528,6430592,450518,6431562,451656,3944640,112
1528,6429988,446482,6431436,447570,3945536,43
1528,6407350,432180,6427998,453450,3945880,1718
1528,6427888,437280,6430548,441410,3959624,94
1528,6428518,441790,6431790,446590,3960376,123
1528,6429856,446112,6430242,446210,3961360,5
1528,6423398,441232,6423952,441952,3961400,6
1528,6429960,449770,6430732,450532,3961448,36
1528,6425866,443472,6426364,443834,3961736,17
1528,6428428,444808,6428838,445120,3961872,6
1529,6483810,445614,6483890,445812,3961920,10
1529,6479646,440278,6494122,450192,3962000,406
1529,6483378,445208,6485820,448506,3965248,96
1529,6484592,448140,6485616,449524,3966016,102
1529,6482384,448304,6483124,448578,3966832,18
1529,6484322,445816,6484538,446094,3966976,17
1529,6482440,447842,6482722,447960,3967112,6
1529,6486924,445396,6487072,445566,3967160,11
1529,6486630,445388,6486756,445504,3967248,7
1529,6486590,445490,6486708,445604,3967304,6
1529,6486478,445362,6486568,445470,3967352,10
1529,6491480,442808,6491550,442904,3967432,5
1529,6485398,449138,6485486,449214,3967472,17
1529,6485082,449406,6485124,449434,3967608,11
1529,6492968,439826,6493158,440392,3967696,7
1529,6482030,447462,6482234,447636,3967752,6
1530,6440186,404684,6445436,411252,3967800,155
1531,6486162,410782,6490800,416592,3969040,111
1532,6487926,386018,6493618,393372,3969928,450
1533,6444992,403490,6452988,410088,3973528,185
1534,6431580,444710,6431888,445504,3975008,35
1534,6420294,435980,6432050,454946,3975288,611
1534,6428428,444808,6428838,445120,3980176,6
1534,6429856,446112,6430242,446210,3980224,5
1534,6425866,443472,6426364,443834,3980264,17
1534,6423398,441232,6423952,441952,3980400,6
1534,6429960,449770,6430732,450532,3980448,36
1534,6427928,448424,6428890,449840,3980736,65
1534,6427886,442724,6429040,445224,3981256,21
1534,6428962,439394,6430154,439942,3981424,30
1534,6430654,441962,6430946,442716,3981664,16
1534,6419438,434812,6420518,435362,3981792,26
1535,6451116,411240,6451266,411418,3982000,19
1535,6450496,413596,6450990,413976,3982152,5
1535,6451076,411110,6451180,411234,3982192,6
1535,6452332,413448,6459694,418186,3982240,133
1535,6452804,414636,6453758,415144,3983304,26
1535,6452044,413382,6452940,414192,3983512,13
1535,6450674,412880,6452318,414260,3983616,40
1537,6484590,379100,6485798,380312,3983936,80
1537,6482154,375172,6489344,379328,3984576,96
1538,6473906,387902,6481746,395616,3985344,444
1539,6450788,449768,6461414,462226,3988896,189
1539,6451864,449252,6452220,450524,3990408,10
1539,6453486,449828,6453768,450906,3990488,15
1540,6452090,373598,6459720,381172,3990608,506
1540,6453358,374002,6453536,374328,3994656,19
1541,6342408,343302,6342926,343746,3994808,22
1541,6336460,337784,6344260,344762,3994984,277
1542,6479642,461428,6494086,472786,3997200,309
1543,6331930,357030,6341624,367874,3999672,757
1544,6444824,422234,6449816,426864,4005728,101
1545,6274118,376596,6289270,397464,4006536,846
1546,6463634,448124,6470154,456814,4013304,450
1546,6470258,450072,6470623,450382,4016904,18
1547,6374476,320972,6383038,338336,4017048,651
1547,6380436,336116,6380878,336316,4022256,13
1547,6380856,335916,6381022,336180,4022360,7
1547,6378040,331894,6378342,332144,4022416,6
1547,6379636,332190,6379870,332342,4022464,14
1548,6492624,443396,6498274,448238,4022576,183
1548,6497882,444380,6498104,444578,4024040,9
1549,6321754,385520,6324978,388800,4024112,229
1549,6324260,389580,6325338,390724,4025944,51
1549,6324810,390470,6325276,391232,4026352,36
1549,6324622,387460,6338294,400642,4026640,876
1549,6334590,394170,6335182,394836,4033648,12
1549,6334742,398432,6334962,398630,4033744,9
1549,6335212,398312,6335466,398508,4033816,8
1549,6337290,395876,6337448,396018,4033880,13
1549,6337434,398752,6337522,398862,4033984,7
1551,6357534,452360,6380358,467204,4034040,765
1552,6326538,344774,6326644,344816,4040160,15
1552,6319428,334860,6329490,345772,4040280,354
1553,6405016,461526,6416698,471152,4043112,518
1554,6482032,387406,6482942,388250,4047256,9
1554,6483802,384892,6484342,385322,4047328,29
1554,6477150,381908,6484874,386686,4047560,301
1555,6273672,371026,6278892,375456,4049968,81
1556,6356202,475598,6356366,475700,4050616,7
1556,6341738,471626,6357396,478748,4050672,513
1556,6344174,476838,6345068,477316,4054776,46
1557,6492606,402074,6501436,407908,4055144,43
1558,6324228,332624,6337434,340754,4055488,242
1559,6369640,423248,6386368,434708,4057424,1186
1560,6466960,402748,6471920,407520,4066912,94
1561,6299498,374290,6320194,395170,4067664,1044
1562,6443284,409006,6451236,413600,4076016,138
1562,6451360,411020,6451644,411216,4077120,17
1563,6338314,330072,6343284,337398,4077256,137
1564,6504964,430768,6512614,435402,4078352,93
1565,6267748,375368,6271946,381728,4079096,346
1566,6279180,357890,6287070,366890,4081864,85
1566,6285222,357576,6285418,358550,4082544,8
1566,6286414,357852,6287212,359030,4082608,6
1567,6454800,365736,6462034,372868,4082656,179
1568,6462952,367680,6463622,368230,4084088,14
1568,6460722,364874,6464936,368440,4084200,63
1569,6452406,383282,6456854,391968,4084704,485
1569,6447160,389302,6447942,389960,4088584,31
1569,6447484,394226,6448162,395518,4088832,95
1569,6450154,392638,6450786,393014,4089592,84
1569,6449238,394546,6450002,394916,4090264,107
1569,6445872,388290,6446070,388502,4091120,20
1570,6344956,341972,6345012,342030,4091280,10
1570,6345396,342510,6345454,342594,4091360,8
1570,6344924,339320,6351196,345042,4091424,288
1570,6350220,344282,6350524,344786,4093728,34
1570,6349760,343958,6350014,344334,4094000,39
1570,6345508,342924,6345548,342990,4094312,8
1570,6345568,342916,6345616,342970,4094376,7
1570,6345504,342760,6345576,342860,4094432,9
1571,6487984,428068,6494960,432612,4094504,127
1571,6487916,431330,6488244,431650,4095520,8
1571,6489294,423759,6491090,425410,4095584,28
1572,6328708,353754,6337828,361392,4095808,507
1573,6514462,438096,6528704,450552,4099864,271
1574,6347614,521348,6357530,531406,4102032,518
1575,6409226,456088,6421506,469500,4106176,532
1576,6361930,526878,6362026,527100,4110432,15
1576,6353464,518498,6361730,531160,4110552,371
1576,6361636,527782,6362540,529132,4113520,93
1576,6361856,525946,6362146,526356,4114264,25
1576,6362106,527104,6362382,527480,4114464,23
1576,6362034,525038,6362296,525486,4114648,26
1576,6362086,525626,6362322,525902,4114856,15
1576,6361878,526448,6362068,526742,4114976,21
1577,6345206,482300,6359692,489672,4115144,541
1578,6373812,505406,6374324,506060,4119472,36
1578,6364832,506252,6376678,522324,4119760,1078
1580,6440826,410220,6445898,417368,4128384,90
1581,6304158,447404,6329440,463206,4129104,1088
1582,6499096,420786,6499326,421070,4137808,7
1582,6489896,417912,6499942,427670,4137864,324
1582,6496078,418386,6496356,418590,4140456,15
1583,6389462,452848,6403740,461354,4140576,787
1584,6461576,378790,6467440,383418,4146872,228
1584,6453008,373974,6453388,374526,4148696,13
1584,6453218,374284,6453520,374664,4148800,6
1584,6452992,373974,6453176,374436,4148848,5
1585,6479052,445016,6481226,447444,4148888,58
1585,6480670,447436,6481478,447982,4149352,20
1585,6478986,437418,6485040,446230,4149512,228
1585,6483036,445322,6483330,445668,4151336,30
1585,6482468,437286,6482822,437614,4151576,19
1586,6456716,432470,6462216,438032,4151728,148
1587,6476876,394250,6481170,398736,4152912,85
1588,6483122,390092,6489504,397232,4153592,253
1589,6463460,374376,6472868,381640,4155616,143
1589,6453138,374182,6453454,374610,4156760,9
1589,6453366,374136,6453394,374170,4156832,5
1590,6488112,422542,6488406,422722,4156872,5
1590,6487732,425402,6488136,425630,4156912,13
1590,6487644,422774,6487946,423234,4157016,8
1590,6487074,422806,6487634,423154,4157080,7
1590,6488300,423152,6489102,423904,4157136,17
1590,6479646,419596,6488264,427350,4157272,391
1590,6486032,422464,6486272,422640,4160400,11
1590,6488558,422612,6488730,422832,4160488,6
1590,6486786,423104,6486952,423276,4160536,9
1590,6488764,423096,6488924,423228,4160608,8
1591,6443148,372870,6448268,377954,4160672,100
1591,6442664,381382,6444222,383704,4161472,64
1591,6443280,386538,6444128,386972,4161984,49
1591,6444404,387160,6444810,387658,4162376,27
1592,6329186,406144,6348190,419992,4162592,1499
1593,6332230,489990,6345066,504640,4174584,670
1594,6360014,488964,6372596,496680,4179944,539
1596,6339840,518600,6352522,531884,4184256,711
1596,6344620,523310,6345022,523684,4189944,15
1597,6360818,494800,6373560,502534,4190064,285
1598,6351060,520758,6352018,521912,4192344,53
1598,6351510,509888,6358562,521834,4192768,459
1599,6337972,454988,6360136,466450,4196440,670
1599,6335530,459762,6335892,460048,4201800,8
1600,6500588,425046,6511676,432154,4201864,186
1600,6501356,433422,6502972,434456,4203352,32
1601,6393814,440092,6404516,448082,4203608,566
1602,6479752,408754,6485020,417194,4208136,342
1602,6484532,415050,6484638,415192,4210872,9
1603,6384182,418498,6385912,419932,4210944,58
1603,6385134,419110,6385240,419254,4211408,15
1603,6379854,420202,6393594,433194,4211528,1077
1604,6479332,377156,6479386,377232,4220144,5
1604,6473868,373708,6480556,378162,4220184,140
1605,6450406,377416,6450766,377726,4221304,6
1605,6453858,380874,6454396,382314,4221352,31
1605,6447854,377748,6453992,385016,4221600,190
1606,6442742,384196,6455350,396938,4223120,1134
1606,6447122,389302,6447942,390154,4232192,40
1606,6447484,394226,6448162,395518,4232512,95
1606,6449238,394546,6450002,394916,4233272,107
1606,6450154,392638,6450786,393014,4234128,84
1607,6439578,421406,6442296,426304,4234800,118
1608,6485452,398978,6490666,404454,4235744,91
1609,6477422,384304,6477692,384514,4236472,8
1609,6477430,382482,6477892,382784,4236536,10
1609,6482470,383298,6484598,386242,4236616,118
1609,6476978,384882,6482798,389458,4237560,210
1609,6481504,387714,6481700,388174,4239240,8
1610,6442416,363558,6448630,367724,4239304,31
1610,6446938,365864,6447664,366372,4239552,15
1611,6433926,426026,6440332,433350,4239672,143
1612,6386132,481898,6401302,495132,4240816,924
1613,6362304,479854,6384864,491690,4248208,1282
1614,6361814,410156,6371560,417850,4258464,574
1615,6385824,438072,6396346,448730,4263056,683
1616,6351814,494502,6366012,504102,4268520,541
1616,6366110,495574,6368242,496404,4272848,21
1617,6385638,422186,6404436,442494,4273016,1674
1618,6373896,501360,6381778,513570,4286408,255
1619,6458942,389818,6466614,396764,4288448,199
1619,6456436,402496,6457438,403172,4290040,13
1619,6453500,374570,6453870,374918,4290144,6
1620,6452070,426727,6457248,433376,4290192,135
1621,6409292,488418,6419894,499852,4291272,661
1622,6456732,445102,6466918,451880,4296560,603
1623,6434264,406366,6442326,415112,4301384,85
1624,6489610,411470,6497716,420102,4302064,314
1624,6496828,416730,6497168,417008,4304576,18
1625,6489574,406148,6493660,411058,4304720,169
1626,6466726,303002,6473176,311046,4306072,122
1627,6390612,336600,6402128,347860,4307048,248
1628,6418124,307046,6424232,316172,4309032,309
1629,6485066,300014,6495338,307948,4311504,905
1630,6875320,636834,6879634,639070,4318744,5
1630,6875100,602896,6894798,633320,4318784,405
1631,6543394,274242,6557026,287308,4322024,134
1632,6830478,504490,6884394,551194,4323096,363
1632,6846326,517376,6862082,530428,4326000,450
1633,6466592,307358,6483032,323448,4329600,356
1634,6832394,591468,6857028,610266,4332448,724
1635,6491818,305650,6503192,317376,4338240,863
1636,6808380,591308,6832644,623030,4345144,394
1636,6828296,599154,6829016,600796,4348296,119
1636,6828580,608184,6829258,608716,4349248,21
1636,6829098,608790,6829266,608934,4349416,12
1636,6828994,607988,6829138,608108,4349512,9
1637,6409044,308086,6415442,315342,4349584,245
1638,6833578,591908,6833738,592084,4351544,8
1638,6834298,592026,6834360,592122,4351608,9
1638,6833416,565722,6867758,593642,4351680,432
1639,6371736,458920,6390968,474900,4355136,1290
1640,6316152,389506,6317328,391026,4365456,31
1640,6312658,385798,6331228,409152,4365704,1040
1640,6324810,390470,6325276,391232,4374024,36
1640,6319802,398668,6320039,398762,4374312,15
1641,6410760,475426,6424190,490398,4374432,838
1642,6420956,483178,6440294,493366,4381136,785
1643,6341534,511888,6352962,521954,4387416,577
1643,6344620,523310,6345022,523684,4392032,15
1644,6397724,460562,6408500,471718,4392152,622
1645,6350250,489084,6361172,501712,4397128,460
1646,6633322,601446,6634454,602192,4400808,8
1646,6633812,601506,6633962,601644,4400872,7
1646,6621428,606694,6626966,614152,4400928,117
1647,6619178,625522,6625076,630644,4401864,161
1648,6690600,663766,6705826,682782,4403152,234
1648,6692532,664070,6693224,664494,4405024,60
1648,6692406,664968,6692800,665384,4405504,8
1648,6692862,664630,6693592,664872,4405568,12
1649,6619984,634498,6624198,638856,4405664,70
1650,6674056,654876,6691788,667244,4406224,148
1650,6688508,657114,6689332,658144,4407408,28
1650,6687750,655872,6689252,657220,4407632,49
1650,6688560,658054,6688756,658274,4408024,10
1651,6395366,308136,6407568,326432,4408104,402
1652,6647522,672252,6659530,681334,4411320,210
1653,6598420,609262,6606802,618936,4413000,97
1654,6448766,282416,6455788,290038,4413776,23
1655,6449040,317770,6458734,326374,4413960,310
1655,6457356,323086,6458280,324092,4416440,7
1655,6458642,322112,6459600,322672,4416496,10
1656,6477638,300420,6493214,313226,4416576,1136
1657,6457820,310174,6469980,331166,4425664,580
1658,6459168,293122,6466246,300630,4430304,93
1659,6486606,292422,6494112,296994,4431048,176
1660,6469776,286454,6489190,300652,4432456,357
1661,6610064,615464,6615124,620960,4435312,95
1663,6299828,465852,6308550,477368,4436072,364
1664,6673496,659344,6673680,659488,4438984,11
1664,6672874,659316,6673556,659580,4439072,41
1664,6668618,650022,6680456,661068,4439400,112
1665,6297544,427256,6297912,427734,4440296,11
1665,6279846,424218,6280122,424568,4440384,14
1665,6286716,408856,6299316,430634,4440496,412
1666,6294182,418268,6310212,430952,4443792,217
1666,6300396,428330,6300922,429074,4445528,31
1666,6297544,427256,6297912,427734,4445776,11
1666,6299614,431112,6299926,431612,4445864,9
1666,6299032,430994,6299706,431788,4445936,17
1667,6628396,648830,6640378,657510,4446072,257
1668,6624494,639650,6631686,646670,4448128,111
1669,6327686,468074,6337832,478824,4449016,305
1670,6675580,674328,6698270,704890,4451456,546
1670,6689796,691598,6691402,693586,4455824,19
1670,6678262,693808,6678822,694598,4455976,13
1670,6676410,691866,6677966,692516,4456080,11
1671,6247560,474010,6275240,488552,4456168,834
1672,6637872,633842,6646020,644688,4462840,445
1672,6636664,643758,6636702,643816,4466400,5
1673,6280132,441744,6295116,457026,4466440,456
1674,6662332,628330,6668546,632956,4470088,100
1674,6665392,629724,6665846,630040,4470888,19
1674,6653218,620442,6657766,625472,4471040,43
1674,6642166,625320,6663048,647180,4471384,908
1674,6652790,626338,6653276,627052,4478648,45
1674,6654058,626456,6654618,626972,4479008,17
1674,6653478,626118,6653796,626600,4479144,19
1674,6654916,627204,6655342,627470,4479296,16
1674,6657140,628848,6657438,629146,4479424,10
1674,6652116,627294,6652258,627504,4479504,17
1674,6653192,626968,6653292,627076,4479640,7
1674,6657652,632040,6659274,633628,4479696,59
1674,6657960,633046,6658018,633114,4480168,6
1674,6663246,627924,6664836,628426,4480216,4
1674,6654770,625232,6655138,625378,4480248,10
1674,6654876,634736,6655182,634920,4480328,5
1674,6652644,625536,6652762,625720,4480368,13
1674,6659200,635736,6659406,635944,4480472,13
1675,6471922,290788,6482046,301282,4480576,330
1676,6366278,415206,6380516,424555,4483216,799
1677,6613136,602142,6622134,607620,4489608,238
1678,6488542,286512,6493884,293486,4491512,220
1679,6419252,459208,6427090,471074,4493272,593
1680,6460368,295414,6472458,305292,4498016,277
1681,6359110,518666,6372472,531506,4500232,861
1682,6399556,304746,6410224,315318,4507120,167
1683,6386964,342116,6399708,354396,4508456,476
1684,6407128,325480,6417386,336066,4512264,269
1686,6383860,311552,6393496,321170,4514416,326
1687,6405870,321632,6414800,329562,4517024,378
1688,6604964,617312,6612090,627618,4520048,82
1689,6389586,459374,6401330,467304,4520704,548
1690,6650834,679006,6663474,693652,4525088,228
1691,6377596,452070,6392080,463852,4526912,1055
1692,6658814,635178,6659286,635388,4535352,13
1692,6652160,628962,6670684,645544,4535456,591
1692,6664230,635038,6665226,635982,4540184,18
1692,6665634,635178,6666246,635766,4540328,5
1692,6662812,635796,6663486,636308,4540368,17
1692,6669770,634792,6669940,635066,4540504,8
1693,6356636,421150,6371814,434676,4540568,1063
1694,6619138,620870,6625302,627878,4549072,175
1695,6331928,423880,6333116,425254,4550472,48
1695,6319962,414152,6336712,424026,4550856,528
1696,6623922,634154,6630002,639652,4555080,148
1697,6350870,433026,6373100,446586,4556264,1737
1697,6359050,446316,6359532,446528,4570160,46
1699,6658380,679312,6659994,680322,4570528,64
1699,6657804,660830,6672684,679526,4571040,441
1699,6658438,678814,6658734,679252,4574568,20
1700,6348418,401708,6357168,410926,4574728,315
1700,6354020,400534,6354542,401764,4577248,58
1701,6630210,600696,6639582,611788,4577712,224
1702,6289754,368126,6290120,368280,4579504,26
1702,6284854,369280,6290994,374492,4579712,239
1703,6624442,654628,6624630,654960,4581624,5
1703,6623764,646670,6631838,655952,4581664,139
1704,6349662,461766,6369388,473004,4582776,695
1705,6362810,321836,6363342,322940,4588336,6
1705,6355836,320688,6365444,332650,4588384,64
1706,6320090,444964,6336544,454584,4588896,453
1707,6633788,663352,6648874,681286,4592520,176
1708,6378906,325744,6387160,339354,4593928,386
1708,6382808,337832,6383042,337932,4597016,6
1709,6428542,457020,6441038,465602,4597064,18
1710,6339800,365108,6353032,376536,4597208,346
1711,6344714,340588,6344748,340620,4599976,6
1711,6344878,340446,6344958,340546,4600024,10
1711,6344548,340890,6344606,340954,4600104,10
1711,6340116,324544,6347450,340806,4600184,414
1712,6306002,353842,6314270,362942,4603496,565
1713,6259950,376408,6265792,393184,4608016,790
1713,6259680,389092,6260082,389642,4614336,10
1714,6343742,316850,6357682,336636,4614416,97
1715,6243618,377854,6257806,394572,4615192,416
1715,6252674,379692,6252852,379868,4618520,15
1716,6309102,346862,6316176,355548,4618640,358
1717,6416496,471074,6428938,481486,4621504,507
1718,6336220,396558,6338328,398092,4625560,50
1718,6337934,395934,6338218,396112,4625960,18
1718,6330142,398252,6350676,411654,4626104,924
1718,6334742,398432,6334962,398630,4633496,9
1718,6335212,398312,6335466,398508,4633568,8
1720,6369064,422054,6377039,429770,4633632,769
1721,6321628,439656,6331618,446652,4639784,37
1722,6312848,356084,6323786,369500,4640080,624
1722,6315340,361182,6315598,361450,4645072,24
1722,6315470,361858,6315690,361992,4645264,17
1723,6466276,413364,6466492,413440,4645400,6
1723,6467876,416424,6473626,425938,4645448,120
1724,6266726,378098,6283924,400454,4646408,988
1725,6430758,496862,6437554,502560,4654312,107
1726,6464978,428728,6471344,436550,4655168,408
1726,6467596,434430,6467868,434736,4658432,25
1726,6467366,433968,6467584,434140,4658632,10
1727,6357222,339716,6357548,340034,4658712,10
1727,6350220,344282,6350524,344786,4658792,34
1727,6346358,332884,6359538,345356,4659064,429
1727,6349760,343958,6350014,344334,4662496,39
1728,6322036,421194,6333870,432852,4662808,361
1729,6329238,330314,6335960,338074,4665696,224
1730,6283517,361840,6290154,368676,4667488,184
1731,6367134,307966,6376836,323814,4668960,263
1732,6452828,302842,6453012,303056,4671064,17
1732,6441596,297140,6454664,308062,4671200,585
1732,6453102,303612,6453654,303824,4675880,11
1733,6431174,312960,6439544,325316,4675968,360
1733,6433562,316090,6433838,316290,4678848,12
1733,6439698,316910,6442238,318440,4678944,147
1734,6910556,621268,6931546,637486,4680120,41
1735,6422402,302882,6431012,321928,4680448,486
1735,6428480,319658,6428910,319886,4684336,14
1735,6425520,317622,6425676,317956,4684448,12
1736,6698000,590154,6698044,590182,4684544,9
1736,6671762,583678,6700248,605826,4684616,249
1736,6695506,598202,6695696,598318,4686608,4
1737,6468682,299556,6482724,314580,4686640,492
1738,6695298,588930,6718862,607394,4690576,206
1739,6527266,271960,6548894,296870,4692224,990
1740,6786982,511514,6827504,537414,4700144,65
1741,6453908,282128,6464128,294998,4700664,62
